f0,f1,f2,f3,f4,f5,f6,f7,f8,f9,f10,f11,f12,f13,f14,f15,f16,f17,f18,f19,f20,f21,f22,f23,f24,f25,f26,f27,f28,f29,f30,f31,f32,f33,f34,f35,f36,f37,f38,f39,f40,f41,f42,f43,f44,f45,f46,f47,f48,f49,f50,f51,f52,f53,f54,f55,f56,f57,f58,f59,f60,f61,f62,f63,f64,f65,f66,f67,f68,f69,f70,f71,f72,f73,f74,f75,f76,f77,f78,f79,f80,f81,f82,f83,f84,f85,f86,f87,f88,f89,f90,f91,f92,f93,f94,f95,f96,f97,f98,f99,f100,f101,f102,f103,f104,f105,f106,f107,f108,f109,f110,f111,f112,f113,f114,f115,f116,f117,f118,f119,f120,f121,f122,f123,f124,f125,label
0.38965609669685364,0.5372246503829956,4.927004511046107e-07,0.45666494965553284,0.508030354976654,0.005778804887086153,0.5102696418762207,0.4441490173339844,0.009251332841813564,0.5586816072463989,0.3953815996646881,0.0031177587807178497,0.5803581476211548,0.3279275596141815,-0.001722176792100072,0.4212271571159363,0.32903537154197693,0.07692939788103104,0.48189857602119446,0.2795420289039612,0.06896405667066574,0.5275375247001648,0.2918711006641388,0.04732634127140045,0.5535643100738525,0.323233038187027,0.0355471670627594,0.41527724266052246,0.3046216070652008,0.06471002101898193,0.4832759499549866,0.2322026789188385,0.05733521282672882,0.5340445637702942,0.24341265857219696,0.031618449836969376,0.5642551779747009,0.28815123438835144,0.017848271876573563,0.4074185788631439,0.28530725836753845,0.04654525965452194,0.4698016941547394,0.20594282448291779,0.04835925251245499,0.5190152525901794,0.21482545137405396,0.0372803620994091,0.5454924702644348,0.25260129570961,0.031632114201784134,0.40114790201187134,0.2748934328556061,0.025812312960624695,0.44384026527404785,0.19464194774627686,0.03221633657813072,0.48612353205680847,0.1845036894083023,0.033843837678432465,0.5182871222496033,0.20356014370918274,0.036104608327150345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.37582719326019287,0.5466490387916565,7.928423428893439e-08,0.45341014862060547,0.5145866870880127,0.015838105231523514,0.5119960904121399,0.4633403420448303,0.021718109026551247,0.5618281960487366,0.4148424565792084,0.014210944063961506,0.5873151421546936,0.345406174659729,0.007100254762917757,0.4515906572341919,0.3487432897090912,0.08325908333063126,0.5031760931015015,0.29531288146972656,0.08046078681945801,0.5448330044746399,0.30360567569732666,0.06222410872578621,0.5669170618057251,0.3254547417163849,0.050696853548288345,0.443218857049942,0.3202148675918579,0.06263373792171478,0.5013436675071716,0.24553512036800385,0.05591558665037155,0.5477571487426758,0.26426824927330017,0.031081484630703926,0.5686342120170593,0.3137187659740448,0.016460979357361794,0.4294120967388153,0.29784727096557617,0.0368492491543293,0.4874946177005768,0.2099006175994873,0.030610505491495132,0.5343865752220154,0.23277144134044647,0.016535138711333275,0.5536373853683472,0.28599828481674194,0.010289439931511879,0.41502147912979126,0.2831575870513916,0.010211003944277763,0.4627472460269928,0.20121155679225922,0.0075808316469192505,0.5064736604690552,0.20882856845855713,0.006725832354277372,0.532640278339386,0.24872010946273804,0.008195451460778713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.37463831901550293,0.5448106527328491,3.774864580918802e-07,0.4523220360279083,0.5108683109283447,0.006975426338613033,0.5120019316673279,0.46367162466049194,0.009876690804958344,0.5632059574127197,0.417533814907074,0.0013458655448630452,0.5840169191360474,0.34636542201042175,-0.007029161788523197,0.45502692461013794,0.34436044096946716,0.07708671689033508,0.5078615546226501,0.29409146308898926,0.07036790996789932,0.5507224798202515,0.29489314556121826,0.04887371510267258,0.572274923324585,0.30950313806533813,0.03583944961428642,0.4434841573238373,0.3159279227256775,0.060018472373485565,0.49639397859573364,0.23968540132045746,0.05059892684221268,0.5438850522041321,0.2506251931190491,0.022865887731313705,0.5654264092445374,0.29604002833366394,0.0065953973680734634,0.42535680532455444,0.293327659368515,0.036946311593055725,0.4760271906852722,0.20550045371055603,0.031019797548651695,0.5238679647445679,0.21933653950691223,0.014988639391958714,0.5454831719398499,0.2671123147010803,0.0069107431918382645,0.40744301676750183,0.2796572744846344,0.011913595721125603,0.45224255323410034,0.19691622257232666,0.009838918223977089,0.4964989423751831,0.1980590522289276,0.008353712037205696,0.5242392420768738,0.23493994772434235,0.008989456109702587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.34507355093955994,0.5760312676429749,1.7006297525767877e-07,0.4316598176956177,0.5324214100837708,0.04322851449251175,0.4815472662448883,0.4705478549003601,0.053094737231731415,0.5327490568161011,0.43709397315979004,0.04486658051609993,0.5703228712081909,0.3910163640975952,0.037091802805662155,0.37987586855888367,0.30184757709503174,0.0838170200586319,0.47698238492012024,0.2604960501194,0.07413595169782639,0.5293999910354614,0.3025985360145569,0.05430031940340996,0.5525640249252319,0.35799044370651245,0.04403623566031456,0.37061595916748047,0.28699642419815063,0.0480138398706913,0.4836941361427307,0.2301289588212967,0.037020206451416016,0.5361765623092651,0.28805744647979736,0.01774638332426548,0.5534809827804565,0.35935720801353455,0.008705638349056244,0.37636250257492065,0.2906349003314972,0.01050525065511465,0.48455724120140076,0.22499577701091766,0.004998974502086639,0.5351237058639526,0.2840433418750763,0.0006200047209858894,0.5493550896644592,0.3506558835506439,0.0013669119216501713,0.39848223328590393,0.3082924783229828,-0.02554742805659771,0.47949138283729553,0.2404649555683136,-0.02266945131123066,0.51902836561203,0.2632144093513489,-0.014747226610779762,0.5345742702484131,0.3019997179508209,-0.007127880584448576,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.3352653384208679,0.5671085715293884,-1.4174564455515792e-07,0.4223414659500122,0.5218392610549927,0.022531364113092422,0.4747491180896759,0.4607252776622772,0.020924538373947144,0.519382119178772,0.42579546570777893,0.007511000614613295,0.5558830499649048,0.3966814875602722,-0.002895113080739975,0.37872999906539917,0.2786383628845215,0.03831098601222038,0.4876262843608856,0.241526260972023,0.017186971381306648,0.5350683927536011,0.2992534339427948,-0.004443960264325142,0.5455170273780823,0.3663201630115509,-0.013958461582660675,0.3735635578632355,0.27265363931655884,0.012915154919028282,0.4972838759422302,0.2276979386806488,-0.0018151893746107817,0.5423101782798767,0.2966422736644745,-0.012873534113168716,0.5482475161552429,0.36413297057151794,-0.016628293320536613,0.38508760929107666,0.287541002035141,-0.014319746755063534,0.5021078586578369,0.22882132232189178,-0.026591554284095764,0.5448663830757141,0.29139232635498047,-0.024506794288754463,0.5493786334991455,0.3541232645511627,-0.018145617097616196,0.408145546913147,0.317599356174469,-0.040906816720962524,0.494673490524292,0.2655862867832184,-0.042275529354810715,0.529376745223999,0.29666101932525635,-0.030983995646238327,0.5366376042366028,0.3366733491420746,-0.019797159358859062,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.3672557473182678,0.5754119157791138,2.6577566814012243e-08,0.4479221701622009,0.5401903390884399,0.008270959369838238,0.5083678960800171,0.496801495552063,0.008728943765163422,0.5563294291496277,0.4514702260494232,-0.002791547914966941,0.5785881876945496,0.38041338324546814,-0.013198037631809711,0.46035081148147583,0.37500882148742676,0.06722337752580643,0.5114875435829163,0.32101747393608093,0.05433962494134903,0.5491798520088196,0.3295799791812897,0.03103548288345337,0.5662120580673218,0.35346919298171997,0.018049174919724464,0.44870954751968384,0.3492336869239807,0.04844189062714577,0.5028526782989502,0.26760292053222656,0.035151831805706024,0.5460314154624939,0.2855989336967468,0.009509223513305187,0.563967227935791,0.3337691128253937,-0.004684054758399725,0.43078774213790894,0.32824942469596863,0.02399595081806183,0.4833631217479706,0.2361050844192505,0.011770366691052914,0.5275182723999023,0.25746476650238037,-0.0012134588323533535,0.5449076294898987,0.3087536692619324,-0.005327178165316582,0.4107934236526489,0.31546297669410706,-0.0018792239716276526,0.4577953517436981,0.2321704477071762,-0.008457961492240429,0.4992106258869171,0.2379995882511139,-0.007793473079800606,0.5218664407730103,0.27642160654067993,-0.004133152309805155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.3557663857936859,0.5892550945281982,7.854110606331233e-08,0.43939411640167236,0.5601699352264404,0.032289013266563416,0.49400004744529724,0.5061559677124023,0.038082562386989594,0.544700026512146,0.4739701747894287,0.02810223028063774,0.5790516138076782,0.42508718371391296,0.018370386213064194,0.4209878444671631,0.3480648994445801,0.06959885358810425,0.5010930895805359,0.2867835760116577,0.05630386993288994,0.5480694770812988,0.3246815800666809,0.03623545542359352,0.560065507888794,0.3722985088825226,0.026286540552973747,0.40777337551116943,0.32984787225723267,0.037832483649253845,0.49907758831977844,0.2505415081977844,0.0245952345430851,0.5507009625434875,0.30484890937805176,0.005769416224211454,0.5593289732933044,0.3693874776363373,-0.0035468614660203457,0.4021621346473694,0.32490527629852295,0.0032548673916608095,0.4908234477043152,0.23763643205165863,-0.007426104974001646,0.5419114828109741,0.2923954725265503,-0.012065987102687359,0.5489513874053955,0.35434532165527344,-0.011580967344343662,0.40589070320129395,0.3333820402622223,-0.03041987679898739,0.47649097442626953,0.2512074410915375,-0.03785407543182373,0.5212604403495789,0.278674840927124,-0.033447183668613434,0.5357228517532349,0.32361605763435364,-0.027374256402254105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.3546140491962433,0.5875781774520874,-9.83395622711214e-08,0.4369490146636963,0.5593522787094116,0.023436332121491432,0.4971775412559509,0.5106457471847534,0.022388320416212082,0.5460593104362488,0.48251643776893616,0.004824453499168158,0.5797597765922546,0.4362240135669708,-0.012275418266654015,0.45434921979904175,0.3559243083000183,0.06332700699567795,0.5119785070419312,0.27590322494506836,0.04118955135345459,0.5553609132766724,0.3167634606361389,0.014689926989376545,0.5656795501708984,0.3703080415725708,0.0010394678683951497,0.44221994280815125,0.3414660096168518,0.030865123495459557,0.5098311901092529,0.25038811564445496,0.006948767229914665,0.5580422878265381,0.31144481897354126,-0.01908186264336109,0.5645116567611694,0.379418283700943,-0.03168304264545441,0.42606404423713684,0.33324435353279114,-0.00604982627555728,0.4942912459373474,0.2405300885438919,-0.027511348947882652,0.543071448802948,0.30362755060195923,-0.03707451373338699,0.5499018430709839,0.37077558040618896,-0.03710680827498436,0.41067904233932495,0.3374716639518738,-0.04282621294260025,0.470054566860199,0.2573685944080353,-0.056254785507917404,0.5148545503616333,0.28969210386276245,-0.05450897291302681,0.5294563174247742,0.3396849036216736,-0.049360573291778564,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.3743850290775299,0.5944811105728149,1.3776541152310529e-07,0.4450134038925171,0.5687134265899658,-0.012006891891360283,0.5065776705741882,0.5171421766281128,-0.026258571073412895,0.5550694465637207,0.47674691677093506,-0.04760339483618736,0.5729203224182129,0.4085937440395355,-0.06662752479314804,0.4730607569217682,0.368364542722702,0.012271498329937458,0.5250228643417358,0.2703772783279419,-0.023830724880099297,0.5637862682342529,0.3138190805912018,-0.05667135491967201,0.5701596736907959,0.36896947026252747,-0.07231488823890686,0.4534185230731964,0.3521253168582916,-0.001002721255645156,0.508976936340332,0.2448664754629135,-0.034609563648700714,0.5512902736663818,0.2988013029098511,-0.06392326951026917,0.5546103715896606,0.3624412417411804,-0.07816564291715622,0.4273219704627991,0.34138745069503784,-0.020024552941322327,0.4729302227497101,0.22803784906864166,-0.04371027275919914,0.5184205174446106,0.27154994010925293,-0.05628563463687897,0.5273870825767517,0.33346888422966003,-0.05949443206191063,0.39796310663223267,0.33882179856300354,-0.04177391156554222,0.43951085209846497,0.2518541216850281,-0.0589304119348526,0.4817095398902893,0.2642509341239929,-0.06386645883321762,0.4996282458305359,0.30419644713401794,-0.0636204406619072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
0.38068482279777527,0.592361330986023,2.084349119968465e-07,0.45469409227371216,0.5615883469581604,-0.011144612915813923,0.5145378708839417,0.5092703700065613,-0.021182449534535408,0.5638015270233154,0.4575299024581909,-0.03807833790779114,0.5779244899749756,0.3822227120399475,-0.05349606275558472,0.4749916195869446,0.37423667311668396,0.025368575006723404,0.5187694430351257,0.28824537992477417,-0.002164457691833377,0.5542769432067871,0.3055586814880371,-0.03114829584956169,0.563356339931488,0.3444031774997711,-0.045774176716804504,0.45470109581947327,0.3543323278427124,0.014492372050881386,0.49840983748435974,0.24740254878997803,-0.012354183942079544,0.540141761302948,0.27388817071914673,-0.04154917225241661,0.5507391095161438,0.33090710639953613,-0.05689973756670952,0.427794486284256,0.34036940336227417,-0.0022944824304431677,0.46265703439712524,0.22912397980690002,-0.022552890703082085,0.50775146484375,0.2531393766403198,-0.03888220340013504,0.5235650539398193,0.3096466362476349,-0.04554959759116173,0.3983776271343231,0.33538782596588135,-0.021555529907345772,0.43406733870506287,0.24655188620090485,-0.03596041724085808,0.47405222058296204,0.25146913528442383,-0.042158324271440506,0.4952375292778015,0.29243719577789307,-0.043642472475767136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,a
